e,name,label,type,x,y,zmin,zmax,zoom,code,link,source,display,id,admin,country,muni,street,nr,area,pop
702,Dusseldorf,DUSSELDORF,district,6.601807675,51.43101288,4,7,7.7,DE.NW.DS,dusseldorf,gadm,shape,701,3,de,,,,847631,
703,Galmaarden,GALMAARDEN,municipality,3.988711584,50.7513106,7,9,12.5,,galmaarden,gadm,shape,702,5,be,,,,6556,
704,Keulen,KEULEN,district,6.808947262,50.82080589,4,7,7.4,DE.NW.KO,keulen,gadm,shape,703,3,de,,,,1176973,
705,Gooik,GOOIK,municipality,4.100353604,50.78165735,7,9,12.5,,gooik,gadm,shape,704,5,be,,,,6190,
706,Munster,MUNSTER,province,7.420940249,51.94929632,4,7,7.4,,munster,gadm,shape,705,3,de,,,,1121420,
707,Grimbergen,GRIMBERGEN,municipality,4.377143959,50.94677361,7,9,12.5,,grimbergen,gadm,shape,706,5,be,,,,6577,
708,Halle,HALLE,municipality,4.236488915,50.72453115,7,9,12.2,,halle,gadm,shape,707,5,be,,,,8069,
709,Herne,HERNE,municipality,4.039211747,50.72040826,7,9,12.4,,herne-be,gadm,shape,708,5,be,,,,6714,
710,Hoeilaart,HOEILAART,municipality,4.451670345,50.75982797,7,9,,,hoeilaart,gadm,shape,709,5,be,,,,3355,
711,Kampenhout,KAMPENHOUT,municipality,4.568184729,50.9427863,7,9,12.8,,kampenhout,gadm,shape,710,5,be,,,,5187,
712,Kapelle-op-den-Bos,KAPELLE-OP-DEN-BOS,municipality,4.358489721,51.01124738,7,9,,,kapelle-op-den-bos,gadm,shape,711,5,be,,,,2606,
713,Kraainem,KRAAINEM,municipality,4.466884389,50.84552732,7,9,,,kraainem,gadm,shape,712,5,be,,,,2131,
714,Lennik,LENNIK,municipality,4.164427442,50.80942676,7,9,,,lennik,gadm,shape,713,5,be,,,,4490,
715,Liedekerke,LIEDEKERKE,municipality,4.098464465,50.8675772,7,9,,,liedekerke,gadm,shape,714,5,be,,,,1140,
716,Linkebeek,LINKEBEEK,municipality,4.340166493,50.76483539,7,9,,,linkebeek,gadm,shape,715,5,be,,,,1100,
717,Londerzeel,LONDERZEEL,municipality,4.281984228,51.01425944,7,9,12.5,,londerzeel,gadm,shape,716,5,be,,,,6133,
718,Machelen,MACHELEN,municipality,4.449147818,50.90617233,7,9,,,machelen,gadm,shape,717,5,be,,,,1533,
719,Meise,MEISE,municipality,4.317947015,50.96544757,7,9,12.8,,meise,gadm,shape,718,5,be,,,,5010,
720,Merchtem,MERCHTEM,municipality,4.24869406,50.95386084,7,9,12.6,,merchtem,gadm,shape,719,5,be,,,,6040,
721,Opwijk,OPWIJK,municipality,4.184847458,50.96797014,7,9,,,opwijk,gadm,shape,720,5,be,,,,3085,
722,Overijse,OVERIJSE,municipality,4.533412858,50.76738535,7,9,12.3,,overijse,gadm,shape,721,5,be,,,,7734,
723,Pepingen,PEPINGEN,municipality,4.146625775,50.74129329,7,9,12.7,,pepingen,gadm,shape,722,5,be,,,,5550,
724,Roosdaal,ROOSDAAL,municipality,4.10199317,50.8399489,7,9,,,roosdaal,gadm,shape,723,5,be,,,,3572,
725,Sint-Genesius-Rode,SINT-GENESIUS-RODE,municipality,4.377244999,50.74542949,7,9,,,sint-genesius-rode,gadm,shape,724,5,be,,,,4159,
726,Sint-Pieters-Leeuw,SINT-PIETERS-LEEUW,municipality,4.237006756,50.78556237,7,9,12.6,,sint-pieters-leeuw,gadm,shape,725,5,be,,,,5852,
727,Steenokkerzeel,STEENOKKERZEEL,municipality,4.505342985,50.92202651,7,9,,,steenokkerzeel,gadm,shape,726,5,be,,,,4091,
728,Ternat,TERNAT,municipality,4.160026671,50.86759019,7,9,,,ternat,gadm,shape,727,5,be,,,,3618,
729,Vilvoorde,VILVOORDE,municipality,4.428288299,50.92719866,7,9,,,vilvoorde,gadm,shape,728,5,be,,,,3566,
730,Wemmel,WEMMEL,municipality,4.311631681,50.91462356,7,9,,,wemmel,gadm,shape,729,5,be,,,,1708,
731,Wezembeek-Oppem,WEZEMBEEK-OPPEM,municipality,4.494970723,50.84450254,8,10,,,wezembeek-oppem,gadm,shape,730,5,be,,,,972,
732,Zaventem,ZAVENTEM,municipality,4.488150001,50.87377731,7,9,,,zaventem,gadm,shape,731,5,be,,,,4470,
733,Zemst,ZEMST,municipality,4.467004214,50.98115973,7,9,12.2,,zemst,gadm,shape,732,5,be,,,,8136,
734,Aarschot,AARSCHOT,municipality,4.872011454,50.99067241,7,9,11.8,,aarschot,gadm,shape,733,5,be,,,,11448,
735,Begijnendijk,BEGIJNENDIJK,municipality,4.787046389,51.010713,7,9,,,begijnendijk,gadm,shape,734,5,be,,,,3974,
736,Bekkevoort,BEKKEVOORT,municipality,4.987865191,50.9354362,7,9,12.5,,bekkevoort,gadm,shape,735,5,be,,,,6234,
737,Bertem,BERTEM,municipality,4.615837176,50.85323599,7,9,12.8,,bertem,gadm,shape,736,5,be,,,,4994,
738,Bierbeek,BIERBEEK,municipality,4.767931089,50.83288232,7,9,12.3,,bierbeek,gadm,shape,737,5,be,,,,7186,
739,Boortmeerbeek,BOORTMEERBEEK,municipality,4.569181348,50.98199523,7,9,,,boortmeerbeek,gadm,shape,738,5,be,,,,3431,
740,Boutersem,BOUTERSEM,municipality,4.845770897,50.83287465,7,9,12.7,,boutersem,gadm,shape,739,5,be,,,,5597,
741,Diest,DIEST,municipality,5.080749027,51.00601182,7,9,12,,diest,gadm,shape,740,5,be,,,,9580,
742,Geetbets,GEETBETS,municipality,5.138101093,50.89106117,7,9,,,geetbets,gadm,shape,741,5,be,,,,4903,
743,Glabbeek,GLABBEEK,municipality,4.953346358,50.86799409,7,9,,,glabbeek,gadm,shape,742,5,be,,,,4860,
744,Haacht,HAACHT,municipality,4.643710117,50.96844979,7,9,,,haacht,gadm,shape,743,5,be,,,,4121,
745,Herent,HERENT,municipality,4.646336913,50.91255297,7,9,,,herent,gadm,shape,744,5,be,,,,4580,
746,Hoegaarden,HOEGAARDEN,municipality,4.890319237,50.77542897,7,9,12.1,,hoegaarden,gadm,shape,745,5,be,,,,8525,
747,Holsbeek,HOLSBEEK,municipality,4.804201249,50.93267923,7,9,12.6,,holsbeek,gadm,shape,746,5,be,,,,5783,
748,Huldenberg,HULDENBERG,municipality,4.614437612,50.7913181,7,9,12.7,,huldenberg,gadm,shape,747,5,be,,,,5396,
749,Keerbergen,KEERBERGEN,municipality,4.658619965,51.00971538,7,9,,,keerbergen,gadm,shape,748,5,be,,,,2903,
750,Kortenaken,KORTENAKEN,municipality,5.026431461,50.8936958,7,9,12.3,,kortenaken,gadm,shape,749,5,be,,,,7471,
751,Kortenberg,KORTENBERG,municipality,4.573474264,50.8897692,7,9,12.6,,kortenberg,gadm,shape,750,5,be,,,,5721,
752,Landen,LANDEN,municipality,5.062738831,50.75642896,7,9,12.2,,landen,gadm,shape,751,5,be,,,,8333,
753,Leuven,LEUVEN,municipality,4.708155932,50.8826869,7,9,12,,leuven-municipality,gadm,shape,752,5,be,,,,9829,
754,Linter,LINTER,municipality,5.044990915,50.8203778,7,9,12.6,,linter,gadm,shape,753,5,be,,,,5652,
755,Lubbeek,LUBBEEK,municipality,4.831968011,50.88654389,7,9,12.4,,lubbeek,gadm,shape,754,5,be,,,,7000,
756,Oud-Heverlee,OUD-HEVERLEE,municipality,4.684359257,50.81638937,7,9,,,oud-heverlee,gadm,shape,755,5,be,,,,4706,
757,Rotselaar,ROTSELAAR,municipality,4.730129197,50.95966459,7,9,12.5,,rotselaar,gadm,shape,756,5,be,,,,6148,
758,Scherpenheuvel-Zichem,SCHERPENHEUVEL-ZICHEM,municipality,4.975945082,51.00090151,7,9,12.1,,scherpenheuvel-zichem,gadm,shape,757,5,be,,,,8887,
759,Tervuren,TERVUREN,municipality,4.525080464,50.81871278,7,9,12.5,,tervuren,gadm,shape,758,5,be,,,,6157,
760,Tielt-Winge,TIELT-WINGE,municipality,4.901692978,50.92415813,7,9,12.5,,tielt-winge,gadm,shape,759,5,be,,,,6505,
761,Tienen,TIENEN,municipality,4.948206294,50.81618522,7,9,12,,tienen,gadm,shape,760,5,be,,,,9872,
762,Tremelo,TREMELO,municipality,4.723136273,51.00014962,7,9,,,tremelo,gadm,shape,761,5,be,,,,3322,
763,Zoutleeuw,ZOUTLEEUW,municipality,5.105299847,50.83881695,7,9,12.2,,zoutleeuw,gadm,shape,762,5,be,,,,7964,
764,Beernem,BEERNEM,municipality,3.340912111,51.1492902,7,9,11.7,,beernem,gadm,shape,763,5,be,,,,11787,
765,Blankenberge,BLANKENBERGE,municipality,3.14563559,51.30190271,7,9,,,blankenberge,gadm,shape,764,5,be,,,,2473,
766,Brugge,BRUGGE,municipality,3.216886888,51.24087308,7,9,11.1,,brugge-municipality,gadm,shape,765,5,be,,,,21418,
767,Bruxelles,BRUXELLES,region,4.367414852,50.83642582,7,9,10.9,,bruxelles-region,gadm,shape,766,2,be,,,,24716,
768,Damme,DAMME,municipality,3.331470547,51.24900542,7,9,11.5,,damme,gadm,shape,767,5,be,,,,14561,
769,Jabbeke,JABBEKE,municipality,3.098106673,51.18647693,7,9,12.2,,jabbeke,gadm,shape,768,5,be,,,,7813,
770,Knokke-Heist,KNOKKE-HEIST,municipality,3.31149155,51.3279578,7,9,11.9,,knokke-heist,gadm,shape,769,5,be,,,,10186,
771,Oostkamp,OOSTKAMP,municipality,3.228597372,51.11488207,7,9,11.6,,oostkamp,gadm,shape,770,5,be,,,,13738,
772,Torhout,TORHOUT,municipality,3.097374067,51.05869987,7,9,12.4,,torhout,gadm,shape,771,5,be,,,,7076,
773,Zedelgem,ZEDELGEM,municipality,3.135476934,51.12518678,7,9,12,,zedelgem,gadm,shape,772,5,be,,,,9727,
774,Aurich,AURICH,municipality,7.363843522,53.49167746,4,7,8.7,,aurich,gadm,shape,773,4,de,,,,240531,
775,Zuienkerke,ZUIENKERKE,municipality,3.133054603,51.25228307,7,9,12.2,,zuienkerke,gadm,shape,774,5,be,,,,8075,
776,Diksmuide,DIKSMUIDE,municipality,2.860615062,51.04470717,7,9,11,,diksmuide-municipality,gadm,shape,775,5,be,,,,22600,
777,Emden,EMDEN,municipality,7.241078645,53.34889119,7,9,11.1,,emden,gadm,shape,776,4,de,,,,21574,
778,Houthulst,HOUTHULST,municipality,2.899129162,50.96968797,7,9,12.1,,houthulst,gadm,shape,777,5,be,,,,8539,
779,Emsland,EMSLAND,municipality,7.419115727,52.73123405,4,7,8.1,,emsland,gadm,shape,778,4,de,,,,467127,
780,Koekelare,KOEKELARE,municipality,2.96401971,51.08829613,7,9,12.5,,koekelare,gadm,shape,779,5,be,,,,6381,
781,Kortemark,KORTEMARK,municipality,3.002941097,51.02276477,7,9,12.1,,kortemark,gadm,shape,780,5,be,,,,8874,
782,Grafschaft Bentheim,GRAFSCHAFT BENTHEIM,municipality,7.024667184,52.47916189,4,7,9,,grafschaft-bentheim,gadm,shape,781,4,de,,,,161190,
783,Leer,LEER,municipality,7.535163077,53.21714297,4,7,9,,leer,gadm,shape,782,4,de,,,,166741,
784,Heuvelland,HEUVELLAND,municipality,2.832144144,50.77421416,7,9,11.4,,heuvelland,gadm,shape,783,5,be,,,,16004,
785,Ieper,IEPER,municipality,2.869209017,50.85677039,7,9,11.1,,ieper-municipality,gadm,shape,784,5,be,,,,20612,
786,Langemark-Poelkapelle,LANGEMARK-POELKAPELLE,municipality,2.933571886,50.91672838,7,9,12.2,,langemark-poelkapelle,gadm,shape,785,5,be,,,,8276,
787,Wervik,WERVIK,municipality,3.059614451,50.81023895,7,9,12.5,,wervik,gadm,shape,786,5,be,,,,6419,
788,Zonnebeke,ZONNEBEKE,municipality,3.006433428,50.86574807,7,9,11.8,,zonnebeke,gadm,shape,787,5,be,,,,11157,
789,Anzegem,ANZEGEM,municipality,3.458432932,50.8304977,7,9,12.5,,anzegem,gadm,shape,788,5,be,,,,6528,
790,Deerlijk,DEERLIJK,municipality,3.369249888,50.84094554,7,9,,,deerlijk,gadm,shape,789,5,be,,,,2894,
791,Bochum,BOCHUM,municipality,7.230413141,51.46512469,7,9,11,,bochum,gadm,shape,790,4,de,,,,22433,
792,Harelbeke,HARELBEKE,municipality,3.312228071,50.86605737,7,9,,,harelbeke,gadm,shape,791,5,be,,,,3893,
793,Dortmund,DORTMUND,municipality,7.478752151,51.51226835,6,8,10.3,,dortmund,gadm,shape,792,4,de,,,,44733,
794,Kortrijk,KORTRIJK,municipality,3.261299916,50.80424624,7,9,11.6,,kortrijk-municipality,gadm,shape,793,5,be,,,,13521,
795,Ennepe-Ruhr,ENNEPE-RUHR,municipality,7.326244512,51.34275379,4,7,9.9,,ennepe-ruhr,gadm,shape,794,4,de,,,,64851,
796,Kuurne,KUURNE,municipality,3.283082414,50.85862308,7,9,,,kuurne,gadm,shape,795,5,be,,,,1471,
797,Lendelede,LENDELEDE,municipality,3.242653387,50.8877249,7,9,,,lendelede,gadm,shape,796,5,be,,,,2125,
798,Menen,MENEN,municipality,3.152873119,50.79223356,7,9,12.7,,menen,gadm,shape,797,5,be,,,,5592,
799,Herne,HERNE,municipality,7.218270444,51.53216984,7,9,12.2,,herne-de,gadm,shape,798,4,de,,,,7910,
800,Waregem,WAREGEM,municipality,3.410371789,50.88013847,7,9,12.2,,waregem,gadm,shape,799,5,be,,,,7785,
801,Wevelgem,WEVELGEM,municipality,3.176143927,50.83309681,7,9,12.6,,wevelgem,gadm,shape,800,5,be,,,,5652,
802,Zwevegem,ZWEVEGEM,municipality,3.372651919,50.78675317,7,9,11.9,,zwevegem,gadm,shape,801,5,be,,,,10676,
803,Bredene,BREDENE,municipality,2.981836244,51.24048876,7,9,,,bredene,gadm,shape,802,5,be,,,,1827,
804,De Haan,DE HAAN,municipality,3.0540541,51.26190957,7,9,12.4,,de-haan,gadm,shape,803,5,be,,,,7104,
805,Gistel,GISTEL,municipality,2.945066754,51.15068785,7,9,12.4,,gistel,gadm,shape,804,5,be,,,,6702,
806,Ichtegem,ICHTEGEM,municipality,3.033143561,51.1110525,7,9,12.3,,ichtegem,gadm,shape,805,5,be,,,,7275,
807,Middelkerke,MIDDELKERKE,municipality,2.846610244,51.15257677,7,9,11.7,,middelkerke,gadm,shape,806,5,be,,,,11819,
808,Oostende,OOSTENDE,municipality,2.934478737,51.21048316,7,9,12.4,,oostende-municipality,gadm,shape,807,5,be,,,,6813,
809,Oudenburg,OUDENBURG,municipality,3.016780276,51.18406936,7,9,12.6,,oudenburg,gadm,shape,808,5,be,,,,6080,
810,Hooglede,HOOGLEDE,municipality,3.083848401,50.98927388,7,9,12.6,,hooglede,gadm,shape,809,5,be,,,,5744,
811,Ingelmunster,INGELMUNSTER,municipality,3.269022574,50.92290208,7,9,,,ingelmunster,gadm,shape,810,5,be,,,,2656,
812,Izegem,IZEGEM,municipality,3.21428064,50.92186245,7,9,,,izegem,gadm,shape,811,5,be,,,,3830,
813,Ledegem,LEDEGEM,municipality,3.159771546,50.8731162,7,9,,,ledegem,gadm,shape,812,5,be,,,,3644,
814,Cleves,CLEVES,municipality,6.26750914,51.65353797,4,7,8.9,,cleves,gadm,shape,813,4,de,,,,199005,
815,Lichtervelde,LICHTERVELDE,municipality,3.149670345,51.02522782,7,9,,,lichtervelde,gadm,shape,814,5,be,,,,3724,
816,Duisburg,DUISBURG,municipality,6.743715179,51.4383403,6,8,10.5,,duisburg,gadm,shape,815,4,de,,,,37144,
817,Moorslede,MOORSLEDE,municipality,3.082646771,50.88049239,7,9,12.6,,moorslede,gadm,shape,816,5,be,,,,6067,
818,Dusseldorf St,DUSSELDORF ST,municipality,6.816848832,51.23370791,6,8,10.6,,dusseldorf-st,gadm,shape,817,4,de,,,,34497,
819,Roeselare,ROESELARE,municipality,3.137667918,50.93682633,7,9,11.9,,roeselare-municipality,gadm,shape,818,5,be,,,,10627,
820,Essen,ESSEN,municipality,7.025031729,51.42996992,6,8,10.6,,essen-de,gadm,shape,819,4,de,,,,33123,
821,Staden,STADEN,municipality,3.021516173,50.95472034,7,9,12.4,,staden,gadm,shape,820,5,be,,,,6677,
822,Krefeld,KREFELD,municipality,6.587632255,51.34519528,7,9,11,,krefeld,gadm,shape,821,4,de,,,,22078,
823,Ardooie,ARDOOIE,municipality,3.209151981,50.98034921,7,9,12.6,,ardooie,gadm,shape,822,5,be,,,,5684,
824,Mettmann,METTMANN,municipality,6.974565978,51.25362477,4,7,9.9,,mettmann,gadm,shape,823,4,de,,,,64124,
825,Dentergem,DENTERGEM,municipality,3.415075465,50.95321213,7,9,,,dentergem,gadm,shape,824,5,be,,,,3832,
829,Oostrozebeke,OOSTROZEBEKE,municipality,3.349651611,50.93245709,7,9,,,oostrozebeke,gadm,shape,825,5,be,,,,2678,
831,Pittem,PITTEM,municipality,3.27469949,50.99905893,7,9,12.5,,pittem,gadm,shape,826,5,be,,,,6098,
833,Ruiselede,RUISELEDE,municipality,3.392212781,51.0577264,7,9,12.8,,ruiselede,gadm,shape,827,5,be,,,,5174,
834,Rhein-Kreis Neuss,RHEIN-KREIS NEUSS,municipality,6.656555015,51.1425023,4,7,9.6,,rhein-kreis-neuss,gadm,shape,828,4,de,,,,91955,
835,Tielt,TIELT,municipality,3.373251865,51.00538002,7,9,11.9,,tielt-municipality,gadm,shape,829,5,be,,,,10739,
837,Wielsbeke,WIELSBEKE,municipality,3.37475229,50.91111356,7,9,,,wielsbeke,gadm,shape,830,5,be,,,,3387,
838,Viersen,VIERSEN,municipality,6.332692805,51.28557344,4,7,9.6,,viersen,gadm,shape,831,4,de,,,,90206,
839,Wingene,WINGENE,municipality,3.267812537,51.05703624,7,9,11.8,,wingene,gadm,shape,832,5,be,,,,11011,
840,Wesel,WESEL,municipality,6.627803884,51.62722789,4,7,9,,wesel,gadm,shape,833,4,de,,,,169160,
842,Aachen,AACHEN,municipality,6.245791809,50.71987642,4,7,9.6,,aachen,gadm,shape,834,4,de,,,,88274,
846,Beauvechain,BEAUVECHAIN,municipality,4.770279985,50.77185374,7,9,12.5,,beauvechain,gadm,shape,835,5,be,,,,6402,
848,Braine-l'Alleud,BRAINE-L'ALLEUD,municipality,4.352491585,50.67177186,7,9,12.2,,braine-l'alleud,gadm,shape,836,5,be,,,,7999,
849,Euskirchen,EUSKIRCHEN,municipality,6.64650398,50.53012661,4,7,8.8,,euskirchen,gadm,shape,837,4,de,,,,200833,
851,Heinsberg,HEINSBERG,municipality,6.171539964,51.05166125,4,7,9.5,,heinsberg,gadm,shape,838,4,de,,,,100090,
853,Chaumont-Gistoux,CHAUMONT-GISTOUX,municipality,4.695239225,50.68138043,7,9,12.2,,chaumont-gistoux,gadm,shape,839,5,be,,,,8418,
854,Oberbergischer Kreis,OBERBERGISCHER KREIS,municipality,7.517981858,51.01034055,4,7,9.1,,oberbergischer-kreis,gadm,shape,840,4,de,,,,146319,
855,Rhein-Erft-Kreis,RHEIN-ERFT-KREIS,municipality,6.72210486,50.90177731,4,7,9.4,,rhein-erft-kreis,gadm,shape,841,4,de,,,,112299,
856,Rhein-Sieg,RHEIN-SIEG,municipality,7.238930354,50.75609645,4,7,8.9,,rhein-sieg,gadm,shape,842,4,de,,,,182882,
857,Grez-Doiceau,GREZ-DOICEAU,municipality,4.689562144,50.74577989,7,9,12.1,,grez-doiceau,gadm,shape,843,5,be,,,,9133,
858,Rheinisch-Bergischer Kreis,RHEINISCH-BERGISCHER KREIS,municipality,7.196304849,51.01878339,4,7,9.8,,rheinisch-bergischer-kreis,gadm,shape,844,4,de,,,,68969,
860,Borken,BORKEN,municipality,6.907636683,51.96132889,4,7,8.7,,borken,gadm,shape,845,4,de,,,,231375,
861,Incourt,INCOURT,municipality,4.787240639,50.69197216,7,9,12.4,,incourt,gadm,shape,846,5,be,,,,6744,
863,Ittre,ITTRE,municipality,4.253664449,50.64262592,7,9,12.8,,ittre,gadm,shape,847,5,be,,,,5088,
864,Coesfeld,COESFELD,municipality,7.371599152,51.86508224,4,7,8.9,,coesfeld,gadm,shape,848,4,de,,,,179943,
865,Jodoigne,JODOIGNE,municipality,4.864785789,50.72084456,7,9,11.9,,jodoigne,gadm,shape,849,5,be,,,,10629,
867,La Hulpe,LA HULPE,municipality,4.466124049,50.73516362,7,9,,,la-hulpe,gadm,shape,850,5,be,,,,1605,
868,Lasne,LASNE,municipality,4.467310445,50.6820253,7,9,12.3,,lasne,gadm,shape,851,5,be,,,,7607,
869,Recklinghausen,RECKLINGHAUSEN,municipality,7.167329627,51.6690331,4,7,9.3,,recklinghausen,gadm,shape,852,4,de,,,,122269,
870,Steinfurt,STEINFURT,municipality,7.581539654,52.21127414,4,7,8.5,,steinfurt,gadm,shape,853,4,de,,,,291796,
871,Orp-Jauche,ORP-JAUCHE,municipality,4.971729266,50.68316021,7,9,12.1,,orp-jauche,gadm,shape,854,5,be,,,,8477,
872,Ottignies-Louvain-la-Neuve,OTTIGNIES-LOUVAIN-LA-NEUVE,municipality,4.567179349,50.6661815,7,9,12.8,,ottignies-louvain-la-neuve,gadm,shape,855,5,be,,,,5118,
873,Ramillies,RAMILLIES,municipality,4.889700899,50.64978684,7,9,12.2,,ramillies,gadm,shape,856,5,be,,,,8079,
874,Rebecq,REBECQ,municipality,4.129836842,50.66907816,7,9,12.4,,rebecq,gadm,shape,857,5,be,,,,6958,
875,Rixensart,RIXENSART,municipality,4.530213926,50.71998398,7,9,,,rixensart,gadm,shape,858,5,be,,,,2898,
876,Tubize,TUBIZE,municipality,4.186058586,50.68816226,7,9,,,tubize,gadm,shape,859,5,be,,,,3723,
877,Waterloo,WATERLOO,municipality,4.40610851,50.70805053,7,9,,,waterloo,gadm,shape,860,5,be,,,,3904,
878,Wavre,WAVRE,municipality,4.597810052,50.71322607,7,9,12.4,,wavre,gadm,shape,861,5,be,,,,6953,
879,Ath,ATH,municipality,3.769823914,50.63539847,7,9,11.2,,ath-municipality,gadm,shape,862,5,be,,,,19278,
880,Ellezelles,ELLEZELLES,municipality,3.704816709,50.71566213,7,9,12.4,,ellezelles,gadm,shape,863,5,be,,,,6641,
881,Flobecq,FLOBECQ,municipality,3.736639859,50.74336019,7,9,,,flobecq,gadm,shape,864,5,be,,,,3785,
882,Frasnes-lez-Anvaing,FRASNES-LEZ-ANVAING,municipality,3.596946551,50.67860348,7,9,11.1,,frasnes-lez-anvaing,gadm,shape,865,5,be,,,,20764,
883,Comines-Warneton,COMINES-WARNETON,municipality,2.938651539,50.75354433,7,9,12.1,,comines-warneton,gadm,shape,866,5,be,,,,9126,
884,Mouscron,MOUSCRON,municipality,3.25196134,50.73526613,7,9,12.5,,mouscron,gadm,shape,867,5,be,,,,6347,
885,Enghien,ENGHIEN,municipality,4.031301879,50.67600853,7,9,12.6,,enghien,gadm,shape,868,5,be,,,,5848,
886,Lessines,LESSINES,municipality,3.833292179,50.7067256,7,9,11.9,,lessines,gadm,shape,869,5,be,,,,10226,
887,Silly,SILLY,municipality,3.962405715,50.64706098,7,9,11.9,,silly,gadm,shape,870,5,be,,,,10198,
888,Limburg,LIMBURG,province,5.938272858,51.21129105,4,7,8.4,NL.LI,limburg-nl,gadm,shape,871,2,nl,,,,348777,
889,Celles,CELLES,municipality,3.445062946,50.69618682,7,9,12,,celles,gadm,shape,872,5,be,,,,9870,
890,Estaimpuis,ESTAIMPUIS,municipality,3.291626005,50.68602885,7,9,12.7,,estaimpuis,gadm,shape,873,5,be,,,,5391,
891,Mont-de-l'Enclus,MONT-DE-L'ENCLUS,municipality,3.501723433,50.73709277,7,9,12.7,,mont-de-l'enclus,gadm,shape,874,5,be,,,,5213,
892,Pecq,PECQ,municipality,3.356042748,50.6820196,7,9,12.8,,pecq,gadm,shape,875,5,be,,,,5059,
893,Tournai,TOURNAI,municipality,3.404714677,50.61281137,6,8,10.6,,tournai-municipality,gadm,shape,876,5,be,,,,31475,
894,Ans,ANS,municipality,5.508515655,50.68102661,7,9,,,ans,gadm,shape,877,5,be,,,,4098,
895,Awans,AWANS,municipality,5.459260332,50.68691594,7,9,,,awans,gadm,shape,878,5,be,,,,3692,
896,Bitsingen,BITSINGEN,municipality,5.620184116,50.76277486,7,9,12.7,,bitsingen,gadm,shape,879,5,be,,,,5431,
897,Blegny,BLEGNY,municipality,5.709805552,50.67251026,7,9,,,blegny,gadm,shape,880,5,be,,,,4366,
898,Dalhem,DALHEM,municipality,5.758910991,50.71710691,7,9,,,dalhem,gadm,shape,881,5,be,,,,4257,
899,Herstal,HERSTAL,municipality,5.599410464,50.684036,7,9,,,herstal,gadm,shape,882,5,be,,,,2413,
900,Juprelle,JUPRELLE,municipality,5.550711463,50.71468799,7,9,12.6,,juprelle,gadm,shape,883,5,be,,,,5644,
902,Oupeye,OUPEYE,municipality,5.643486151,50.71800711,7,9,12.7,,oupeye,gadm,shape,884,5,be,,,,5364,
904,Aubel,AUBEL,municipality,5.853531195,50.69622117,7,9,,,aubel,gadm,shape,885,5,be,,,,3956,
905,Herve,HERVE,municipality,5.795706141,50.64676185,7,9,12.3,,herve,gadm,shape,886,5,be,,,,7173,
906,Kelmis,KELMIS,municipality,6.018995224,50.7110433,7,9,,,kelmis,gadm,shape,887,5,be,,,,2934,
907,Lontzen,LONTZEN,municipality,6.013281136,50.6756016,7,9,,,lontzen,gadm,shape,888,5,be,,,,4319,
909,Raeren,RAEREN,municipality,6.12516885,50.65848336,7,9,11.7,,raeren,gadm,shape,889,5,be,,,,11789,
910,Thimister-Clermont,THIMISTER-CLERMONT,municipality,5.863891677,50.65809717,7,9,,,thimister-clermont,gadm,shape,890,5,be,,,,4546,
912,Brussel,BRUSSEL,district,4.367414852,50.83642582,7,9,10.9,BE.BU.BR,brussel-province,gadm,shape,891,4,be,,,,24716,
913,Welkenraedt,WELKENRAEDT,municipality,5.940547093,50.65671293,7,9,,,welkenraedt,gadm,shape,892,5,be,,,,4382,
914,Antwerpen,ANTWERPEN,district,4.508889982,51.28293959,4,7,9,BE.AN.AW,antwerpen-district,gadm,shape,893,4,be,,,,163862,
915,Berloz,BERLOZ,municipality,5.203874274,50.70260992,7,9,,,berloz,gadm,shape,894,5,be,,,,2345,
916,Lannoy,LANNOY,municipality,3.218555544,50.63701339,7,9,12.2,,lannoy,gadm,shape,895,5,be,,,,8197,
917,Mechelen,MECHELEN,district,4.524004745,51.07791753,4,7,9.7,BE.AN.MH,mechelen-province,gadm,shape,896,4,be,,,,79460,
918,Turnhout,TURNHOUT,district,4.956873384,51.25001157,4,7,8.8,BE.AN.TH,turnhout-province,gadm,shape,897,4,be,,,,213802,
920,Moeskroen,MOESKROEN,district,2.896416194,50.76010135,8,10,,BE.HT.MC,moeskroen-district-be,gadm,shape,898,4,be,,,,684,
921,Tournai,TOURNAI,district,3.454167595,50.77307286,7,9,,BE.HT.TR,tournai-district-be,gadm,shape,899,4,be,,,,4289,
922,Lille-Ouest,LILLE-OUEST,municipality,3.044751106,50.67955785,7,9,,,lille-ouest,gadm,shape,900,5,be,,,,4531,
923,Hasselt,HASSELT,district,5.297898591,50.96756457,4,7,9.2,BE.LI.HS,hasselt-district-be,gadm,shape,901,4,be,,,,133915,
924,Fexhe-le-Haut-Clocher,FEXHE-LE-HAUT-CLOCHER,municipality,5.403717796,50.65623596,7,9,,,fexhe-le-haut-clocher,gadm,shape,902,5,be,,,,3654,
